LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Fireplaces,GarageCars,GarageArea,OpenPorchSF,SalePrice
4500,Mitchel,6,5,1998,1998,Ex,No,866,1204,1204,0,1204,2,TA,0,2,412,247,162000
11210,CollgCr,7,5,2005,2006,Gd,Av,20,1614,1614,0,1614,2,Gd,0,3,865,59,221500
13350,Sawyer,5,5,1974,1974,TA,No,762,864,894,0,894,1,TA,1,2,440,0,142500
8400,SawyerW,5,5,1977,1977,NA,NA,0,0,2020,0,2020,2,TA,2,2,630,0,144000
10530,Mitchel,6,5,1977,1977,Gd,Gd,975,975,1004,0,1004,1,TA,0,2,504,0,135000
7875,Gilbert,7,5,1995,1996,Gd,No,0,1237,1253,0,1253,2,TA,1,2,402,21,176000
7153,SawyerW,6,5,1992,1992,Gd,No,387,761,810,793,1603,2,Gd,0,2,484,124,175900
16285,CollgCr,7,5,2001,2002,Gd,No,0,1413,1430,0,1430,2,Gd,0,2,605,33,187100
9101,Mitchel,5,6,1978,1978,Gd,Av,1097,1097,1110,0,1110,1,Gd,1,2,602,30,165500
6300,OldTown,6,6,1914,2001,TA,No,0,742,742,742,1484,2,TA,1,0,0,291,128000
9790,NWAmes,6,5,1967,1967,TA,No,251,1372,1342,0,1342,2,TA,1,2,457,0,161500
10800,OldTown,5,6,1915,1950,Fa,No,686,686,966,686,1652,2,TA,0,1,416,0,139000
10142,SawyerW,7,5,2004,2004,Gd,No,656,956,956,1128,2084,2,Gd,0,2,618,45,233000
6000,OldTown,4,7,1954,2000,TA,No,0,901,901,0,901,1,TA,0,1,281,0,107900
12205,ClearCr,6,8,1966,2007,TA,Gd,568,832,976,1111,2087,2,Gd,0,2,444,168,187500
3182,Blmngtn,7,5,2005,2006,Gd,No,16,1145,1145,0,1145,2,Gd,1,2,397,16,160200
11333,Mitchel,6,5,1976,1976,Gd,Av,539,1029,1062,0,1062,1,TA,2,2,539,0,146800
9920,NoRidge,7,5,1996,1997,Gd,Av,862,1117,1127,886,2013,2,TA,1,2,455,130,269790
9158,Somerst,8,5,2007,2007,Gd,Av,0,1496,1496,0,1496,2,Gd,0,2,474,130,225000
10832,Gilbert,7,5,1994,1996,Gd,No,0,712,1086,809,1895,2,Gd,1,2,409,46,194500
8400,SawyerW,6,6,1980,1981,Gd,No,0,650,888,676,1564,2,TA,1,2,476,50,171000
8197,Sawyer,6,5,1977,1977,TA,No,0,660,1285,0,1285,1,TA,1,2,528,0,143500
7677,NAmes,5,5,1953,1953,TA,No,570,773,773,0,773,1,TA,0,1,240,0,110000
13518,NridgHt,9,5,2008,2009,Ex,No,0,1926,1966,1174,3140,3,Ex,2,3,820,78,485000
7200,SWISU,5,7,1937,1950,Gd,No,569,731,981,787,1768,1,Gd,2,1,240,0,175000
12798,ClearCr,6,5,1997,1997,Gd,Gd,462,616,616,1072,1688,2,Gd,0,2,603,114,200000
4800,IDOTRR,4,7,1916,1990,TA,No,197,1196,1196,0,1196,1,TA,0,2,440,0,109900
8199,CollgCr,7,5,2005,2005,Gd,Av,648,728,728,728,1456,2,Gd,1,2,410,18,189000
13891,NridgHt,9,5,2008,2009,Ex,Gd,0,1734,1734,1088,2822,3,Ex,1,3,1020,170,582933
9000,NAmes,5,5,1954,1954,TA,No,812,936,1128,0,1128,1,TA,0,1,286,0,118000
12274,Somerst,7,5,2008,2008,Gd,No,0,1417,1428,0,1428,2,Ex,0,2,554,60,227680
9750,NAmes,5,5,1967,1967,TA,Av,400,980,980,0,980,2,TA,0,1,384,0,135500
21384,BrkSide,5,6,1923,2004,TA,Gd,1309,1324,1072,504,1576,1,Gd,1,2,528,312,223500
13400,NAmes,5,5,1966,1966,TA,Av,516,1024,1086,0,1086,1,TA,1,2,484,0,159950
8100,OldTown,5,5,1898,1965,TA,No,0,849,1075,1063,2138,2,TA,0,2,360,156,106000
10140,NWAmes,6,6,1974,1999,TA,No,663,1040,1309,0,1309,1,Gd,1,2,484,0,181000
4438,CollgCr,6,5,2004,2004,Gd,Gd,662,848,848,0,848,1,Gd,1,2,420,0,144500
8712,IDOTRR,5,5,1952,1952,TA,Av,0,540,1044,0,1044,1,Fa,0,2,504,0,55993
9750,NAmes,6,6,1958,1958,TA,No,608,1442,1442,0,1442,1,TA,0,1,301,0,157900
8248,Edwards,5,7,1918,1950,TA,No,0,686,686,564,1250,1,Fa,0,1,280,0,116000
12137,CollgCr,7,5,1998,1998,Gd,No,0,1649,1661,0,1661,2,Gd,0,2,598,34,224900
11425,NAmes,5,6,1954,1954,TA,No,486,1008,1008,0,1008,1,TA,1,1,275,0,137000
13265,Mitchel,8,5,2002,2002,Gd,No,1218,1568,1689,0,1689,2,Gd,2,3,857,59,271000
8816,ClearCr,6,7,1971,1971,TA,Av,504,1010,1052,0,1052,1,TA,0,2,440,0,155000
6371,NridgHt,7,5,2009,2010,Gd,Mn,733,1358,1358,0,1358,2,Gd,1,2,484,35,224000
7226,CollgCr,7,5,2003,2003,Gd,No,0,798,798,842,1640,2,Gd,0,2,595,45,183000
6000,OldTown,4,4,1953,1953,Fa,No,0,936,936,0,936,1,TA,0,2,576,32,93000
12394,Gilbert,7,5,2003,2003,Gd,Gd,0,847,847,886,1733,2,Gd,1,2,433,48,225000
9900,SWISU,6,7,1940,1950,TA,No,0,778,944,545,1489,2,TA,1,1,240,0,139500
11216,Somerst,8,5,2006,2006,Gd,No,0,1489,1489,0,1489,2,Gd,1,2,776,140,232600
14803,NridgHt,10,5,2007,2008,Ex,Av,1636,2078,2084,0,2084,2,Ex,1,3,1220,45,385000
6130,BrkSide,5,6,1924,1950,TA,No,784,784,784,0,784,1,Gd,0,0,0,0,109500
8529,SawyerW,7,5,2001,2001,Gd,No,20,1454,1434,0,1434,2,Gd,1,2,527,39,189000
28698,ClearCr,5,5,1967,1967,TA,Gd,249,1013,1160,966,2126,2,TA,0,2,538,0,185000
2544,Somerst,7,5,2005,2005,Gd,No,0,600,520,623,1223,2,Gd,0,2,480,166,147400
11900,NAmes,6,5,1957,1957,TA,No,1040,1392,1392,0,1392,1,TA,2,2,458,0,166000
3180,Somerst,7,5,2005,2005,Gd,No,0,600,520,600,1200,2,Gd,0,2,480,166,151000
9548,CollgCr,7,6,2003,2003,Gd,No,483,941,941,888,1829,2,Gd,1,2,613,39,237000
10004,NAmes,6,6,1964,1964,TA,No,196,1516,1516,0,1516,1,TA,0,2,472,0,167000
7875,NAmes,5,6,1961,1961,TA,No,572,1144,1144,0,1144,1,TA,0,2,456,0,139950
9600,Sawyer,4,7,1950,1995,Gd,No,442,1067,1067,0,1067,2,Gd,0,2,436,0,128000
8100,OldTown,5,6,1948,1973,TA,No,338,1559,1559,0,1559,1,TA,0,2,812,116,153500
1680,BrDale,6,5,1973,1973,TA,No,330,483,483,504,987,1,TA,0,1,264,0,100000
9525,CollgCr,5,6,1995,2006,Gd,No,0,1099,1099,0,1099,1,Gd,0,1,352,0,144000
11767,Edwards,5,6,1946,1995,TA,No,352,768,768,432,1200,1,TA,0,1,240,0,130500
12155,SWISU,6,8,1925,1950,TA,No,156,672,810,672,1482,2,Fa,0,1,400,0,140000
10440,OldTown,5,8,1904,2002,TA,No,0,650,958,581,1539,2,Gd,1,2,686,78,157500
9020,NAmes,6,7,1966,1966,TA,Gd,312,1127,1165,0,1165,1,TA,0,2,490,129,174900
8000,NAmes,5,4,1961,1961,TA,No,0,1800,1800,0,1800,2,TA,0,0,0,0,141000
12665,OldTown,5,8,1915,1950,TA,Mn,0,876,876,540,1416,1,TA,1,3,720,0,153900
16647,Sawyer,5,5,1975,1981,Gd,Gd,1390,1390,1701,0,1701,2,TA,2,2,611,0,171000
9317,SawyerW,7,5,1993,1993,Gd,No,513,740,1006,769,1775,2,Gd,1,2,425,72,213000
15523,CollgCr,5,6,1972,1972,TA,Av,460,864,864,0,864,1,TA,1,1,338,0,133500
45600,ClearCr,6,8,1908,1997,TA,No,0,907,1307,1051,2358,3,TA,1,2,360,40,240000
9600,Veenker,6,7,1976,1994,TA,No,0,528,1094,761,1855,2,TA,1,2,512,100,187000
4435,CollgCr,6,5,2003,2003,Gd,Av,659,848,848,0,848,1,Gd,0,2,420,0,131500
3196,Blmngtn,8,5,2003,2003,Gd,Gd,0,1273,1456,0,1456,2,Gd,1,2,400,20,215000
7128,Crawfor,7,5,1941,1950,TA,No,364,918,918,728,1646,2,TA,2,1,240,0,164000
12095,NAmes,6,6,1964,1964,TA,Gd,564,1127,1445,0,1445,1,TA,1,2,645,0,158000
17920,Sawyer,5,4,1955,1974,TA,Mn,306,1763,1779,0,1779,1,TA,1,2,454,418,170000
6897,Sawyer,5,8,1962,2010,TA,No,659,1040,1040,0,1040,1,TA,0,1,260,104,127000
10970,CollgCr,6,6,1978,1978,Gd,Gd,505,940,1026,0,1026,1,TA,0,2,576,0,147000
8125,Gilbert,6,5,1994,1995,Gd,No,0,702,702,779,1481,2,TA,1,2,343,36,174000
10400,NWAmes,7,5,1976,1976,Gd,No,0,1090,1370,0,1370,2,TA,1,2,479,0,152000
11029,NWAmes,6,7,1968,1984,TA,Mn,619,1054,1512,1142,2654,2,Gd,1,2,619,65,250000
7642,Crawfor,7,8,1918,1998,TA,No,0,912,912,514,1426,1,Gd,1,1,216,240,189950
11625,Sawyer,5,4,1965,1965,TA,Mn,841,1039,1039,0,1039,1,TA,0,2,504,0,131500
9672,SawyerW,6,5,1984,1985,Gd,No,338,1040,1097,0,1097,2,TA,0,2,480,0,152000
7931,NAmes,5,5,1959,1959,TA,No,1148,1148,1148,0,1148,1,TA,0,1,672,0,132500
8640,Somerst,7,5,2007,2008,Ex,No,0,1372,1372,0,1372,2,Gd,0,2,529,140,250580
8750,NAmes,5,6,1970,1970,TA,No,828,1002,1002,0,1002,1,TA,0,2,902,0,148500
10656,Timber,8,5,2006,2007,Gd,Av,0,1638,1646,0,1646,2,Gd,1,3,870,80,248900
6970,Sawyer,4,5,1961,1961,TA,No,932,1040,1120,0,1120,1,Fa,0,2,544,0,129000
14762,Gilbert,5,6,1948,1950,NA,NA,0,0,1547,720,2320,2,TA,1,2,672,144,169000
9938,SawyerW,7,5,1993,1994,Gd,No,750,1050,1062,887,1949,2,Gd,1,2,574,90,236000
6600,NAmes,5,5,1962,1962,TA,No,0,894,894,0,894,1,TA,0,1,308,0,109500
8750,CollgCr,6,5,1998,1998,Gd,No,505,804,804,878,1682,2,Gd,0,2,523,77,200500
8892,NAmes,5,7,1953,1996,TA,Av,0,105,910,0,910,1,Gd,0,2,414,0,116000
12144,NAmes,5,7,1949,1950,TA,No,375,832,1036,0,1268,1,TA,1,1,288,28,133000
5720,OldTown,5,6,1941,1950,TA,No,0,676,676,455,1131,1,TA,0,1,200,0,66500
9000,Somerst,8,5,2007,2007,Gd,Av,64,1184,1184,1426,2610,2,Ex,1,2,550,364,303477
25286,Mitchel,4,5,1963,1963,TA,Gd,633,1064,1040,0,1040,1,TA,0,2,648,0,132250
8834,NridgHt,9,5,2004,2005,Ex,No,1170,1462,1462,762,2224,2,Ex,1,3,738,0,350000
11782,Sawyer,5,7,1961,1995,TA,Av,899,1109,1155,0,1155,1,Gd,0,2,576,0,148000
7000,CollgCr,5,8,1978,2005,TA,No,646,864,864,0,864,1,TA,0,1,336,0,136500
7024,Edwards,5,5,2005,2006,Ex,No,980,1090,1090,0,1090,1,TA,0,2,450,49,157000
13758,Timber,7,5,1990,1991,Gd,Mn,902,1156,1187,530,1717,2,Gd,1,2,400,36,187500
9636,Gilbert,6,5,1992,1993,Gd,No,0,808,808,785,1593,2,TA,1,2,389,40,178000
6204,SWISU,4,5,1912,1950,TA,No,0,795,954,795,2230,1,TA,0,1,440,188,118500
7150,NAmes,5,5,1967,1967,TA,No,432,892,892,0,892,1,TA,0,1,288,0,100000
5119,Somerst,9,5,1999,2000,Ex,Av,1238,1698,1709,0,1709,2,Gd,1,2,506,65,328900
8393,NAmes,5,5,1959,2005,TA,No,528,1626,1712,0,1712,2,TA,0,2,588,54,145000
16466,Edwards,5,7,1955,1955,TA,No,0,816,872,521,1393,1,TA,0,1,300,0,135500
15865,NAmes,8,6,1970,1970,TA,Gd,351,2217,2217,0,2217,2,Gd,1,2,621,207,268000
12160,NAmes,6,4,1953,1953,TA,No,1024,1505,1505,0,1505,1,TA,1,2,505,0,149500
8064,NAmes,5,7,1949,2006,TA,Mn,0,672,672,252,924,1,TA,1,2,576,0,122900
11184,Sawyer,6,5,1978,1978,TA,No,226,918,918,765,1683,2,TA,1,2,440,0,172500
8414,Sawyer,6,8,1963,2003,TA,No,663,1059,1068,0,1068,1,TA,0,1,264,0,154500
13284,Sawyer,5,5,1954,1954,Gd,Mn,1064,1383,1383,0,1383,1,TA,1,1,354,116,165000
7018,SawyerW,5,5,1979,1979,NA,NA,0,0,1535,0,1535,2,TA,0,2,400,0,118858
7056,NAmes,6,5,1963,1963,TA,No,400,780,983,813,1796,1,TA,1,2,483,50,140000
8765,IDOTRR,4,6,1936,1950,TA,No,285,951,951,0,951,1,TA,0,1,327,28,106500
7018,SawyerW,5,5,1979,1979,NA,NA,0,0,1120,1120,2240,2,TA,0,2,528,0,142953
12919,NridgHt,9,5,2009,2010,Ex,Gd,2188,2330,2364,0,2364,2,Ex,2,3,820,67,611657
6993,Sawyer,5,7,1961,1994,TA,No,465,912,1236,0,1236,1,TA,1,1,288,0,135000
7340,NAmes,4,6,1971,1971,TA,No,322,858,858,0,858,1,TA,0,1,684,0,110000
8712,NAmes,5,7,1957,2000,TA,Mn,860,992,1306,0,1306,1,TA,0,1,756,0,153000
7875,Gilbert,7,5,2003,2003,Gd,No,0,783,807,702,1509,2,Gd,1,2,393,75,180000
14859,Gilbert,7,5,2006,2006,Gd,No,0,1670,1670,0,1670,2,Gd,1,3,690,60,240000
6173,Sawyer,5,6,1967,1967,TA,No,599,876,902,0,902,1,TA,0,1,288,0,125500
9920,NAmes,5,5,1954,1954,TA,No,354,1056,1063,0,1063,1,TA,0,1,280,0,128000
13501,Somerst,8,5,2006,2006,Gd,No,63,1623,1636,0,1636,2,Gd,1,3,865,60,255000
11500,Crawfor,7,7,1936,1987,Gd,No,223,1017,1020,1037,2057,1,Gd,1,1,180,0,250000
8885,Mitchel,5,5,1983,1983,Gd,Av,301,864,902,0,902,1,TA,0,2,484,0,131000
12589,Gilbert,6,5,2005,2005,Gd,No,0,742,742,742,1484,2,Gd,1,2,390,24,174000
11600,NAmes,5,5,1960,1960,TA,No,443,1105,1105,1169,2274,2,TA,0,2,480,0,154300
9286,CollgCr,5,7,1977,1989,Gd,Av,196,1268,1268,0,1268,1,Gd,0,1,252,0,143500
6120,BrkSide,5,7,1925,1950,TA,No,489,768,1015,0,1015,1,TA,0,1,450,0,88000
6270,Crawfor,5,6,1949,1950,TA,No,284,1001,1001,1001,2002,2,TA,0,3,871,0,145000
3000,Somerst,6,5,2009,2009,Gd,Av,294,612,612,612,1224,2,Gd,0,2,528,234,173733
2001,MeadowV,4,5,1970,1970,TA,No,0,546,546,546,1092,1,TA,0,1,286,0,75000
9000,IDOTRR,2,3,1949,1950,TA,Av,50,480,480,0,480,0,TA,0,1,308,0,35311
17140,Edwards,4,6,1956,1956,TA,No,1059,1134,1229,0,1229,1,TA,0,1,284,0,135000
13125,SawyerW,7,5,1991,1991,Ex,Mn,48,1104,912,1215,2127,2,Gd,1,3,833,192,238000
11029,NAmes,6,8,1958,2002,Gd,No,528,1184,1414,0,1414,1,TA,1,2,601,51,176500
8462,SawyerW,6,5,1994,1994,Gd,No,814,928,936,785,1721,2,Gd,0,2,471,87,201000
8777,Edwards,5,7,1900,2003,TA,No,1084,1272,1272,928,2200,2,TA,0,0,0,70,145900
10237,Gilbert,6,5,2005,2006,Gd,No,28,1316,1316,0,1316,2,Gd,1,2,397,0,169990
8012,SawyerW,6,5,1993,1994,Gd,No,165,1604,1617,0,1617,2,Gd,1,2,533,69,193000
10240,NWAmes,6,6,1980,1980,Gd,No,625,1686,1686,0,1686,2,TA,1,2,612,131,207500
15611,NWAmes,5,6,1977,1977,Gd,Av,767,1126,1126,0,1126,2,Ex,0,2,540,0,175000
11999,NridgHt,8,5,2003,2004,Gd,No,0,1181,1234,1140,2374,2,Ex,1,3,656,100,285000
9900,NWAmes,7,5,1968,1968,TA,No,552,832,1098,880,1978,2,TA,1,2,486,43,176000
11838,CollgCr,8,5,2001,2001,Gd,Av,0,1753,1788,0,1788,2,Ex,1,2,522,151,236500
13006,Gilbert,7,5,1997,1997,Gd,No,0,964,993,1243,2236,2,Gd,1,2,642,0,222000
8925,Timber,8,5,2007,2007,Gd,Av,16,1466,1466,0,1466,2,Gd,0,3,610,18,201000
9100,NAmes,5,6,1965,1965,TA,No,338,925,925,0,925,1,TA,0,1,429,0,117500
11670,Somerst,9,5,2006,2006,Ex,No,0,1905,1905,0,1905,2,Ex,1,3,788,191,320000
8487,CollgCr,7,5,2004,2004,Gd,Av,20,1500,1500,0,1500,2,Gd,0,2,570,36,190000
27650,NAmes,7,7,1960,2007,Gd,Gd,425,585,2069,0,2069,2,Gd,1,2,505,0,242000
5825,BrkSide,4,5,1926,1953,Fa,Mn,0,600,747,0,747,1,TA,0,2,528,0,79900
10083,SawyerW,7,5,2003,2003,Gd,No,833,1176,1200,0,1200,2,Gd,0,2,555,41,184900
9675,Somerst,7,5,2005,2005,Gd,Mn,341,1113,1113,858,1971,2,Gd,1,2,689,48,253000
8760,CollgCr,7,5,2006,2006,Gd,Mn,464,1391,1391,571,1962,2,Gd,0,3,868,90,239799
24090,ClearCr,7,7,1940,1950,TA,Mn,0,1032,1207,1196,2403,2,TA,2,1,349,0,244400
12640,Mitchel,6,5,1976,1976,TA,Gd,936,1728,1728,0,1728,2,TA,0,2,574,0,150900
8755,Gilbert,7,5,1999,1999,Gd,No,772,992,1022,1038,2060,2,Gd,1,2,390,0,214000
7711,Edwards,4,3,1977,1977,Gd,Gd,1440,1440,1440,0,1440,2,TA,0,0,0,0,150000
25000,Mitchel,5,4,1967,1967,TA,Av,0,1632,1632,0,1632,2,TA,0,2,576,0,143000
14375,Timber,6,6,1958,1958,TA,No,111,819,1344,0,1344,1,Gd,1,2,525,118,137500
8820,OldTown,5,6,1890,1996,TA,No,1088,1088,1188,561,1869,1,TA,0,2,456,0,124900
8163,NAmes,5,6,1959,1959,TA,Av,748,1144,1144,0,1144,1,TA,1,1,796,0,143000
14536,Timber,8,5,2002,2003,Gd,Av,1300,1616,1629,0,1629,2,Gd,1,3,808,252,270000
14006,CollgCr,7,5,2002,2002,Gd,NA,0,936,936,840,1776,2,Gd,1,2,474,96,192500
9360,NWAmes,6,7,1972,2006,TA,No,982,1161,1381,0,1381,1,Gd,1,2,676,0,197500
7200,NAmes,5,8,1950,2002,TA,No,398,864,864,0,864,1,Gd,0,2,720,0,129000
7800,SawyerW,5,5,1965,1965,TA,No,641,828,965,0,965,1,TA,0,1,300,0,119900
7200,CollgCr,5,8,1972,2003,Gd,Av,660,768,768,0,768,1,TA,0,1,396,0,133900
11075,Mitchel,5,4,1969,1969,TA,Av,562,784,1168,800,1968,2,TA,1,2,530,189,172000
9400,Edwards,6,5,1975,1975,Gd,Gd,945,945,980,0,980,2,TA,0,0,0,0,127500
7136,Crawfor,6,6,1946,1950,Gd,No,484,979,979,979,1958,2,TA,0,2,492,0,145000
1300,Blueste,6,6,1980,1980,Gd,No,285,561,561,668,1229,1,TA,1,2,462,0,124000
7420,Sawyer,5,5,1962,1962,TA,No,417,1057,1057,0,1057,1,TA,0,2,576,0,132000
8450,CollgCr,7,5,2003,2003,Gd,Mn,699,1337,1337,0,1337,2,Gd,0,2,531,39,185000
2572,Somerst,7,5,1999,1999,Gd,No,604,696,696,720,1416,2,Gd,0,2,484,44,155000
7207,BrkSide,5,7,1958,2008,TA,Gd,696,858,858,0,858,1,TA,0,0,0,0,116500
12227,NWAmes,6,7,1977,1995,Gd,No,896,1330,1542,1330,2872,2,TA,1,2,619,282,272000
2308,NPkVill,6,6,1976,1976,Gd,No,556,804,804,744,1548,2,Gd,1,2,440,0,155000
11923,CollgCr,9,5,2007,2007,Ex,No,0,1800,1800,0,1800,2,Ex,0,2,702,136,239000
11316,Timber,7,5,2002,2003,Gd,No,624,817,824,1070,1894,2,Gd,1,2,510,40,214900
10237,Gilbert,6,5,2005,2007,Gd,No,0,783,783,701,1484,2,Gd,1,2,393,72,178900
9600,Crawfor,5,7,1940,1950,TA,No,428,728,976,332,1308,1,TA,2,1,256,70,160000
7390,NAmes,5,7,1955,1955,TA,No,902,1098,1098,0,1098,1,TA,0,1,260,0,135000
5925,OldTown,3,6,1910,1950,TA,No,0,600,600,368,968,1,TA,0,0,0,0,37900
10382,NAmes,6,5,1958,1958,TA,Gd,513,588,1095,0,1095,1,TA,0,1,264,0,140000
10800,NAmes,4,4,1949,1950,TA,No,0,720,720,472,1192,1,TA,0,0,0,0,135000
2268,NridgHt,7,5,2003,2004,Gd,No,567,764,764,862,1626,2,Gd,0,2,474,27,173000
7892,SawyerW,6,5,1979,1979,Gd,No,0,918,918,0,918,2,TA,1,1,264,0,99500
11639,Somerst,7,5,2007,2008,Gd,No,0,1428,1428,0,1428,2,Gd,0,2,480,120,182000
11414,BrkSide,7,8,1910,1993,Gd,No,0,728,1136,883,2019,1,Gd,0,2,532,135,167500
2651,Somerst,7,5,2000,2000,Gd,No,641,673,673,709,1382,2,Gd,0,2,490,50,165000
5900,BrkSide,4,7,1923,1958,Gd,No,0,440,869,0,869,1,Fa,0,0,0,0,85500
4274,Somerst,7,5,2006,2007,Gd,No,1106,1241,1241,0,1241,1,Gd,0,2,569,116,199900
9450,Edwards,4,5,1954,1954,TA,No,552,894,894,0,894,1,TA,0,2,400,0,110000
8816,Sawyer,5,6,1963,1963,TA,No,651,1121,1121,0,1121,1,TA,0,2,480,80,139000
12122,NAmes,7,9,1961,2007,TA,Av,867,944,999,0,999,1,Ex,0,2,588,76,178400
12203,NoRidge,8,5,1998,1999,Gd,No,854,1225,1276,1336,2612,2,Gd,1,3,676,0,336000
3182,Blmngtn,7,5,2007,2007,Gd,Av,0,1266,1266,0,1266,2,Gd,1,2,388,16,159895
11250,CollgCr,8,5,2002,2002,Gd,Mn,0,1128,1149,1141,2290,2,Gd,1,2,779,0,255900
10125,Mitchel,5,5,1977,1977,NA,NA,0,0,1302,432,1734,2,Gd,0,2,539,0,126000
10880,Edwards,5,5,1950,1950,TA,No,1040,1164,1164,0,1164,1,TA,0,1,240,48,125000
5310,OldTown,6,8,1910,2003,TA,No,0,485,1001,634,1635,1,Gd,0,1,255,0,117000
10159,NridgHt,9,5,2009,2010,Ex,Av,1646,1930,1940,0,1940,2,Ex,1,3,606,95,395192
12046,NWAmes,6,6,1976,1976,TA,No,156,848,1118,912,2030,2,Gd,1,2,551,224,195000
8125,Somerst,7,5,2006,2006,Gd,No,0,770,778,798,1576,2,Gd,0,2,614,50,197000
9452,NoRidge,8,5,1997,1998,Gd,No,1074,1396,1407,985,2392,2,Gd,1,3,870,70,348000
17671,OldTown,8,9,1882,1986,TA,No,216,916,916,826,1742,1,Gd,1,2,424,169,168000
9760,NAmes,6,8,1964,1993,TA,Gd,536,822,1020,831,1851,2,Gd,1,2,440,42,187000
8846,CollgCr,6,5,2005,2006,Gd,No,0,750,750,750,1500,2,Gd,0,2,564,35,173900
12456,NridgHt,10,5,2006,2007,Ex,Gd,1172,1700,1718,0,1718,2,Ex,1,3,786,48,337500
4712,BrkSide,4,7,1946,1950,TA,No,384,747,774,456,1230,1,TA,0,1,305,57,121600
10659,NAmes,5,6,1961,1961,TA,No,915,1050,1050,0,1050,1,TA,0,1,368,319,136500
11717,NWAmes,6,6,1970,1970,TA,No,0,1442,1442,0,1442,2,TA,1,2,615,0,185000
9786,IDOTRR,3,4,1922,1950,TA,No,0,1007,1077,0,1077,1,TA,1,1,210,100,91000
6762,CollgCr,7,5,2006,2006,Gd,Av,686,1187,1208,0,1208,2,Gd,0,2,632,61,206000
10206,Edwards,3,3,1952,1952,NA,NA,0,0,944,0,944,1,Fa,0,2,528,0,82000
5400,OldTown,5,6,1920,1950,Fa,No,0,691,691,0,691,1,Ex,0,1,216,20,86000
11957,Somerst,8,5,2006,2006,Gd,No,24,1574,1574,0,1574,2,Gd,1,3,824,104,232000
11500,NWAmes,5,6,1976,1976,TA,No,0,1680,1680,0,1680,2,TA,0,2,528,0,136905
3182,Blmngtn,7,5,2005,2006,Gd,No,16,1346,1504,0,1504,2,Gd,1,2,457,0,181000
8385,CollgCr,5,8,1977,1977,Gd,Av,595,985,985,0,985,2,TA,0,1,328,0,149900
12155,NAmes,6,3,1970,1970,Gd,No,1237,1657,1657,0,1657,2,TA,1,2,484,0,163500
2217,MeadowV,4,4,1970,1970,TA,No,273,546,546,546,1092,1,TA,0,1,286,0,88000
12118,Mitchel,7,5,2004,2005,Ex,Mn,0,1710,1710,0,1710,2,Gd,1,2,550,48,240000
6000,SWISU,5,5,1926,1950,TA,No,0,1008,1008,0,1522,2,TA,0,0,0,0,102000
21286,Sawyer,5,5,1948,1950,TA,No,0,720,720,551,1271,2,TA,1,1,312,0,135000
9825,Edwards,5,5,1965,1965,NA,NA,0,0,1664,0,1664,2,TA,0,0,0,0,100000
10592,Crawfor,6,7,1923,1996,TA,No,0,602,900,602,1502,1,Gd,2,1,180,0,165000
7200,OldTown,5,4,1910,2006,TA,No,247,1022,1022,0,1022,1,TA,0,1,280,30,85000
11664,NAmes,6,5,1948,1950,TA,No,336,1082,1082,0,1082,1,TA,1,1,240,130,119200
8400,NWAmes,8,6,2001,2001,Gd,No,643,810,810,855,1665,2,Gd,0,2,528,45,227000
11883,CollgCr,7,5,1996,1996,Gd,Gd,690,1504,1504,0,1504,2,Gd,1,2,478,66,203000
5814,StoneBr,8,5,1984,1984,Gd,Av,1036,1220,1360,0,1360,1,Gd,1,2,565,0,187500
10784,Gilbert,7,5,1991,1992,Gd,No,0,384,802,670,1472,2,Gd,1,2,402,0,160000
3013,Blmngtn,7,5,2005,2005,Gd,Gd,16,1362,1506,0,1506,2,Gd,1,2,440,20,213490
7024,Edwards,4,5,2005,2005,Gd,No,1024,1132,1132,0,1132,1,Gd,0,2,451,64,176000
7406,CollgCr,7,5,2006,2006,Gd,Av,684,1199,1220,0,1220,2,Gd,0,2,632,54,194000
9439,OldTown,5,5,1930,1950,TA,No,324,912,912,336,1248,1,TA,0,1,160,0,87000
3182,Blmngtn,7,5,2005,2006,Gd,No,16,1346,1504,0,1504,2,Gd,1,2,437,20,191000
15498,Timber,8,6,1976,1976,Gd,Av,1165,1565,2898,0,2898,2,Gd,1,2,665,72,287000
7700,CollgCr,5,5,1972,1972,TA,No,138,882,882,0,882,1,TA,0,2,461,0,112500
9300,NAmes,5,5,1960,1960,TA,No,697,1268,1264,0,1264,1,TA,2,2,461,0,167500
9520,Timber,8,5,2007,2008,Gd,Gd,1513,1638,1646,0,1646,2,Gd,1,3,800,44,293077
9492,NAmes,5,5,1941,1950,TA,No,368,768,968,408,1376,1,TA,1,1,240,0,105000
1680,BrDale,6,7,1972,1972,TA,No,317,672,672,546,1218,1,TA,0,1,264,28,118000
7082,SWISU,5,8,1916,1995,TA,Mn,0,686,948,980,1928,2,TA,0,0,0,0,160000
15863,SWISU,7,3,1920,1970,TA,No,523,824,1687,998,3082,2,TA,2,2,672,63,197000
14541,NoRidge,8,7,1993,1993,Gd,No,1012,1338,1352,1168,2520,2,Gd,1,3,796,55,310000
8125,CollgCr,7,5,2002,2002,Gd,No,986,1654,1654,0,1654,2,Gd,0,3,900,136,230000
